image_path,n,n0,n1,B0min,B0mean,B1min,B1mean,D1mean,P1mean,P1max,dim0_n30,dim0_n60,dim0_n90,dim0_n120,dim0_n150,dim0_n180,dim0_n210,dim0_n240,dim0_nlarger,dim0_P10,dim1_n30,dim1_n60,dim1_n90,dim1_n120,dim1_n150,dim1_n180,dim1_n210,dim1_n240,dim1_nlarger,dim1_P10,n,n0,n1,B0min,B0mean,B1min,B1mean,D1mean,P1mean,P1max,dim0_n30,dim0_n60,dim0_n90,dim0_n120,dim0_n150,dim0_n180,dim0_n210,dim0_n240,dim0_nlarger,dim0_P10,dim1_n30,dim1_n60,dim1_n90,dim1_n120,dim1_n150,dim1_n180,dim1_n210,dim1_n240,dim1_nlarger,dim1_P10,n,n0,n1,B0min,B0mean,B1min,B1mean,D1mean,P1mean,P1max,dim0_n30,dim0_n60,dim0_n90,dim0_n120,dim0_n150,dim0_n180,dim0_n210,dim0_n240,dim0_nlarger,dim0_P10,dim1_n30,dim1_n60,dim1_n90,dim1_n120,dim1_n150,dim1_n180,dim1_n210,dim1_n240,dim1_nlarger,dim1_P10,label
07_ADIPOSE/adipose (580).tif,628,240,388,94.0,219.98333333333332,165.0,239.08247422680412,242.08762886597938,3.0051546391752577,24.0,0,0,0,6,11,10,35,96,82,31,0,0,0,0,0,1,35,54,298,20,548,215,333,82.0,214.2325581395349,142.0,235.9039039039039,238.58858858858858,2.684684684684685,21.0,0,0,2,12,9,18,19,57,98,24,0,0,0,0,1,8,36,28,260,11,656,256,400,110.0,220.328125,172.0,238.2,241.3125,3.1125,27.0,0,0,0,4,12,13,38,135,54,33,0,0,0,0,0,1,34,78,287,22,7
07_ADIPOSE/adipose (581).tif,1033,438,595,78.0,215.57305936073058,163.0,235.8453781512605,239.23529411764707,3.3899159663865546,43.0,0,0,5,4,12,41,49,296,31,59,0,0,0,0,0,4,35,242,314,39,872,384,488,70.0,205.8046875,128.0,230.15983606557376,233.21311475409837,3.05327868852459,38.0,0,0,15,8,33,30,41,226,31,46,0,0,0,0,8,12,36,193,239,19,1147,499,648,90.0,216.65531062124248,162.0,235.30864197530863,238.45987654320987,3.1512345679012346,29.0,0,0,1,11,10,48,61,314,54,61,0,0,0,0,0,11,40,243,354,27,7
07_ADIPOSE/adipose (582).tif,1179,459,720,57.0,199.16993464052288,92.0,232.29444444444445,236.29305555555555,3.998611111111111,39.0,0,1,14,36,36,46,51,234,41,111,0,0,0,2,6,19,54,263,376,76,1014,415,599,35.0,187.89156626506025,68.0,227.05008347245408,230.63272120200335,3.5826377295492486,41.0,0,14,31,43,22,33,37,216,19,101,0,0,4,8,13,27,44,234,269,43,1186,486,700,44.0,200.70164609053498,116.0,232.47571428571428,236.5457142857143,4.07,28.0,0,2,6,40,44,45,59,226,64,107,0,0,0,1,13,15,63,216,392,82,7
07_ADIPOSE/adipose (583).tif,1114,451,663,45.0,213.30155210643017,112.0,235.27450980392157,238.395173453997,3.120663650075415,22.0,0,2,10,6,8,28,79,304,14,63,0,0,0,1,2,2,55,274,329,33,996,414,582,35.0,208.1497584541063,79.0,230.0996563573883,232.88831615120276,2.788659793814433,26.0,0,5,8,7,13,60,40,280,1,49,0,0,2,0,2,18,45,403,112,18,1172,476,696,67.0,215.4453781512605,115.0,235.00862068965517,238.1867816091954,3.17816091954023,32.0,0,0,3,6,13,34,92,303,25,67,0,0,0,1,3,5,57,217,413,41,7
07_ADIPOSE/adipose (584).tif,1346,551,795,35.0,213.61343012704174,65.0,233.92578616352202,237.59874213836477,3.6729559748427674,29.0,0,8,4,7,18,28,85,386,15,94,0,0,3,2,0,5,22,402,361,60,1183,487,696,24.0,206.26283367556468,37.0,228.13362068965517,231.44252873563218,3.3089080459770117,30.0,3,4,4,19,16,37,117,284,3,80,0,2,1,0,5,9,98,457,124,30,1323,545,778,48.0,213.851376146789,85.0,234.8547557840617,238.45629820051414,3.601542416452442,31.0,0,5,5,3,22,33,98,347,32,96,0,0,1,1,0,7,24,300,445,52,7
07_ADIPOSE/adipose (585).tif,1408,596,812,52.0,201.8758389261745,137.0,229.87192118226602,234.38546798029557,4.513546798029557,69.0,0,1,13,28,40,51,109,336,18,131,0,0,0,0,6,15,88,400,303,96,1205,505,700,36.0,186.01980198019803,73.0,216.93428571428572,221.26857142857142,4.3342857142857145,95.0,0,21,22,34,43,55,117,213,0,94,0,0,2,10,23,59,92,455,59,69,1394,572,822,67.0,199.28496503496504,104.0,226.83941605839416,231.19586374695865,4.356447688564477,74.0,0,0,11,29,34,70,114,307,7,112,0,0,0,3,5,40,102,340,332,88,7
07_ADIPOSE/adipose (586).tif,903,365,538,67.0,208.75616438356164,82.0,228.67472118959108,232.05018587360595,3.37546468401487,45.0,0,0,6,12,10,23,74,186,54,47,0,0,1,7,3,12,33,244,238,29,827,337,490,41.0,197.40652818991097,50.0,221.64285714285714,224.61632653061224,2.973469387755102,41.0,0,10,12,7,18,25,104,113,48,39,0,3,7,5,4,17,55,172,227,21,1017,406,611,71.0,209.10344827586206,88.0,228.93126022913256,232.1129296235679,3.181669394435352,34.0,0,0,4,19,8,30,74,244,27,46,0,0,2,4,12,5,41,282,265,33,7
07_ADIPOSE/adipose (587).tif,1284,510,774,75.0,206.97254901960784,127.0,232.28552971576227,236.34496124031008,4.059431524547803,43.0,0,0,13,17,16,44,102,293,25,107,0,0,0,0,2,11,40,401,320,73,1142,461,681,52.0,193.78958785249458,67.0,221.95301027900146,225.5022026431718,3.5491923641703376,48.0,0,6,20,28,30,35,132,208,2,80,0,0,2,6,15,25,143,366,124,45,1289,508,781,90.0,204.63779527559055,128.0,231.8706786171575,235.74903969270167,3.878361075544174,39.0,0,0,2,23,42,39,101,261,40,99,0,0,0,0,7,17,49,283,425,70,7
07_ADIPOSE/adipose (588).tif,977,387,590,77.0,209.55555555555554,124.0,230.0,233.65254237288136,3.652542372881356,64.0,0,0,6,15,23,23,50,236,34,56,0,0,0,0,6,20,47,205,312,48,794,319,475,49.0,198.17868338557994,89.0,223.5284210526316,226.9578947368421,3.4294736842105262,52.0,0,4,21,17,15,21,65,120,56,49,0,0,2,3,20,23,69,81,277,33,966,383,583,62.0,208.64229765013056,111.0,229.92967409948542,233.61234991423672,3.6826758147512866,51.0,0,0,8,9,23,34,57,216,36,60,0,0,0,1,2,23,49,227,281,52,7
07_ADIPOSE/adipose (589).tif,684,283,401,42.0,176.63957597173146,79.0,217.54613466334163,221.9775561097257,4.43142144638404,76.0,0,6,37,51,33,2,3,74,77,53,0,0,3,12,57,31,5,12,281,45,655,290,365,22.0,146.4241379310345,38.0,171.46027397260275,174.66575342465754,3.2054794520547945,40.0,7,129,1,0,1,1,0,33,118,28,0,118,18,2,1,6,0,1,219,19,677,271,406,43.0,151.72693726937268,60.0,190.81034482758622,194.3177339901478,3.5073891625615765,39.0,0,35,96,2,2,2,3,110,21,35,0,1,103,20,5,3,6,51,217,30,7
07_ADIPOSE/adipose (59).tif,601,221,380,128.0,230.289592760181,209.0,241.59736842105264,243.47105263157894,1.8736842105263158,10.0,0,0,0,0,1,0,21,157,42,25,0,0,0,0,0,0,1,38,341,2,584,239,345,109.0,230.22594142259413,206.0,241.2405797101449,243.031884057971,1.791304347826087,9.0,0,0,0,2,0,1,22,159,55,23,0,0,0,0,0,0,2,31,312,0,652,241,411,137.0,230.90871369294607,212.0,241.7639902676399,243.65206812652067,1.8880778588807785,10.0,0,0,0,0,1,0,16,194,30,23,0,0,0,0,0,0,0,54,357,4,7
07_ADIPOSE/adipose (590).tif,1139,463,676,27.0,212.8574514038877,65.0,235.3343195266272,238.52366863905326,3.1893491124260356,63.0,1,4,12,6,12,26,59,336,7,81,0,0,1,2,1,14,33,258,367,38,1000,414,586,26.0,204.98067632850243,47.0,230.10580204778157,233.05972696245735,2.953924914675768,55.0,1,17,7,14,15,25,46,287,2,72,0,2,2,3,8,8,38,411,114,16,1166,467,699,51.0,215.23126338329766,94.0,234.93562231759657,238.05436337625179,3.1187410586552216,50.0,0,1,12,7,10,24,64,326,23,74,0,0,0,2,4,16,33,227,417,27,7
07_ADIPOSE/adipose (591).tif,795,330,465,74.0,221.36363636363637,187.0,240.39354838709679,243.28602150537634,2.89247311827957,68.0,0,0,7,5,9,13,30,217,49,45,0,0,0,0,0,0,20,94,351,16,715,308,407,42.0,215.1461038961039,159.0,237.43488943488944,240.04914004914005,2.614250614250614,82.0,0,6,6,10,9,18,18,197,44,40,0,0,0,0,0,12,9,88,298,4,855,353,502,82.0,222.32011331444758,135.0,239.996015936255,242.9422310756972,2.946215139442231,65.0,0,0,3,4,16,10,38,215,67,41,0,0,0,0,1,1,20,99,381,27,7
07_ADIPOSE/adipose (592).tif,1017,426,591,84.0,214.36854460093898,146.0,236.25211505922167,239.90016920473772,3.6480541455160744,47.0,0,0,2,11,26,38,46,244,59,72,0,0,0,0,1,6,40,135,409,47,883,353,530,60.0,205.19830028328613,123.0,233.76603773584907,236.86037735849055,3.0943396226415096,47.0,0,1,7,19,30,35,44,126,91,63,0,0,0,0,8,14,51,78,379,27,1080,446,634,92.0,213.4932735426009,152.0,235.94479495268138,239.79022082018926,3.8454258675078865,48.0,0,0,0,6,27,49,59,251,54,83,0,0,0,0,0,10,39,167,418,61,7
07_ADIPOSE/adipose (593).tif,798,314,484,75.0,215.26433121019107,163.0,235.7479338842975,238.79132231404958,3.043388429752066,24.0,0,0,11,7,9,12,57,197,21,49,0,0,0,0,0,6,34,129,315,24,749,308,441,60.0,211.27272727272728,79.0,232.73696145124717,235.4920634920635,2.7551020408163267,24.0,0,3,15,5,8,23,42,187,25,42,0,0,1,2,3,12,54,73,296,14,814,317,497,82.0,214.74447949526814,118.0,236.1549295774648,239.29376257545272,3.1388329979879277,22.0,0,0,5,14,8,14,57,187,32,48,0,0,0,1,1,5,29,126,335,34,7
07_ADIPOSE/adipose (594).tif,1155,468,687,68.0,205.10470085470087,113.0,229.87045123726347,234.56331877729258,4.692867540029112,73.0,0,0,4,18,39,28,108,247,24,100,0,0,0,2,9,19,50,267,340,80,965,390,575,45.0,194.62307692307692,84.0,224.09565217391304,228.59304347826088,4.497391304347826,101.0,0,2,26,23,23,51,66,134,65,83,0,0,2,15,9,20,97,90,342,54,1181,476,705,83.0,204.99579831932772,120.0,228.97304964539006,233.54751773049645,4.574468085106383,82.0,0,0,5,26,24,31,129,245,16,91,0,0,0,1,13,19,75,270,327,81,7
07_ADIPOSE/adipose (595).tif,742,298,444,112.0,220.55369127516778,163.0,237.02477477477478,239.6463963963964,2.6216216216216215,21.0,0,0,0,2,10,10,37,225,14,31,0,0,0,0,0,2,9,155,278,19,626,253,373,88.0,216.699604743083,125.0,236.44772117962466,238.7882037533512,2.3404825737265416,17.0,0,0,2,10,7,8,49,128,49,30,0,0,0,0,3,5,20,54,291,4,757,306,451,122.0,220.9313725490196,171.0,237.12860310421286,239.7139689578714,2.5853658536585367,22.0,0,0,0,0,15,11,36,220,24,33,0,0,0,0,0,6,11,120,314,13,7
07_ADIPOSE/adipose (596).tif,964,377,587,75.0,207.59416445623341,122.0,229.43100511073254,233.51277683134583,4.081771720613288,67.0,0,0,3,21,32,32,35,254,0,58,0,0,0,0,9,35,36,396,111,55,840,316,524,54.0,204.4272151898734,80.0,224.5324427480916,227.87022900763358,3.3377862595419847,71.0,0,3,22,15,17,12,26,221,0,41,0,0,2,14,22,23,17,371,75,33,945,358,587,80.0,209.9441340782123,111.0,230.0817717206133,233.78534923339012,3.7035775127768313,45.0,0,0,3,21,17,27,33,253,4,42,0,0,0,1,10,29,31,376,140,55,7
07_ADIPOSE/adipose (597).tif,1100,430,670,29.0,204.69767441860466,57.0,229.84477611940298,233.99850746268658,4.1537313432835825,78.0,1,2,27,15,30,20,31,283,21,83,0,1,2,12,10,22,41,224,358,65,1063,432,631,24.0,198.50462962962962,36.0,222.60855784469098,226.3296354992076,3.72107765451664,82.0,4,22,28,23,12,8,42,266,27,75,0,6,15,15,21,20,19,172,363,39,1168,458,710,57.0,204.32532751091702,69.0,228.46056338028168,232.4901408450704,4.029577464788733,77.0,0,4,13,34,32,21,33,298,23,78,0,0,5,5,24,26,42,278,330,64,7
07_ADIPOSE/adipose (598).tif,771,316,455,42.0,210.34177215189874,100.0,234.53846153846155,237.77142857142857,3.232967032967033,27.0,0,3,12,12,7,24,39,190,29,53,0,0,0,5,0,4,39,101,306,27,719,311,408,30.0,201.56270096463024,35.0,227.40441176470588,230.45343137254903,3.049019607843137,25.0,1,20,7,18,8,13,34,182,28,49,0,11,2,0,9,15,19,103,249,17,851,352,499,55.0,210.33238636363637,81.0,234.5130260521042,237.62324649298597,3.1102204408817635,29.0,0,2,17,9,17,24,39,184,60,61,0,0,5,5,0,4,40,80,365,29,7
07_ADIPOSE/adipose (599).tif,1243,507,736,40.0,215.58777120315582,57.0,233.9361413043478,237.35733695652175,3.421195652173913,53.0,0,5,9,12,8,14,71,383,5,76,0,2,0,4,6,7,22,411,284,43,1056,445,611,26.0,208.42921348314607,34.0,225.4860883797054,228.75122749590835,3.265139116202946,34.0,3,15,5,5,9,27,80,300,1,63,0,5,13,1,5,17,59,440,71,27,1162,484,678,51.0,214.40702479338842,55.0,232.8023598820059,236.1386430678466,3.336283185840708,33.0,0,3,14,7,11,15,91,321,22,64,0,1,1,13,2,8,31,249,373,39,7
07_ADIPOSE/adipose (6).tif,1523,673,850,60.0,203.3254086181278,104.0,225.32117647058823,230.4635294117647,5.142352941176471,73.0,0,2,13,25,27,37,232,313,24,148,0,0,0,2,10,35,90,420,293,120,1310,541,769,30.0,181.51756007393715,50.0,207.74122236671002,212.13914174252275,4.3979193758127435,52.0,1,26,25,22,33,90,172,169,3,113,0,3,10,31,23,63,208,348,83,82,1480,637,843,64.0,196.9795918367347,102.0,220.00711743772243,225.02372479240807,5.016607354685647,44.0,0,0,14,29,37,51,249,253,4,146,0,0,0,9,22,33,158,469,152,119,7
07_ADIPOSE/adipose (60).tif,1260,516,744,39.0,194.70542635658916,90.0,224.26209677419354,228.91397849462365,4.651881720430108,60.0,0,6,13,33,32,59,113,244,16,94,0,0,1,11,9,14,115,364,230,90,989,407,582,25.0,170.66093366093367,48.0,205.79896907216494,210.27147766323023,4.472508591065292,81.0,2,21,31,41,47,47,79,139,0,77,0,8,16,16,20,70,92,276,84,58,1253,520,733,58.0,194.73461538461538,94.0,222.98908594815825,227.54843110504774,4.559345156889496,65.0,0,1,8,35,49,71,89,253,14,90,0,0,0,8,17,24,123,337,224,87,7
07_ADIPOSE/adipose (600).tif,1158,434,724,50.0,213.57603686635946,151.0,237.65469613259668,241.07044198895028,3.415745856353591,25.0,0,4,4,14,13,24,60,294,21,76,0,0,0,0,0,2,23,327,372,58,1059,416,643,28.0,207.01442307692307,39.0,232.7293934681182,235.78538102643856,3.055987558320373,28.0,1,5,12,14,21,33,55,272,3,60,0,1,0,0,0,8,53,445,136,27,1175,447,728,65.0,213.48993288590603,75.0,236.9381868131868,240.37637362637363,3.4381868131868134,26.0,0,0,7,5,19,39,72,273,32,90,0,0,1,0,0,1,40,199,487,54,7
07_ADIPOSE/adipose (601).tif,1073,445,628,71.0,217.18426966292134,153.0,234.21178343949043,237.40923566878982,3.1974522292993632,54.0,0,0,2,3,7,40,63,280,50,58,0,0,0,0,0,4,47,197,380,28,994,423,571,63.0,211.12529550827423,121.0,228.61295971978984,231.60420315236428,2.991243432574431,43.0,0,0,4,3,24,42,80,247,23,51,0,0,0,0,3,26,64,164,314,21,1124,455,669,104.0,218.39340659340658,150.0,234.21973094170403,237.5440956651719,3.3243647234678626,47.0,0,0,0,4,7,30,77,297,40,66,0,0,0,0,1,6,46,213,403,35,7
07_ADIPOSE/adipose (602).tif,1137,472,665,47.0,197.46610169491527,131.0,222.45413533834588,226.81203007518798,4.3578947368421055,59.0,0,3,10,18,44,39,106,252,0,77,0,0,0,0,9,37,87,439,93,80,915,380,535,30.0,175.76052631578946,63.0,206.6766355140187,210.77570093457945,4.0990654205607475,48.0,3,13,25,45,30,45,84,135,0,59,0,0,4,23,42,42,100,318,6,52,1136,470,666,54.0,193.18297872340426,121.0,218.34834834834834,222.9954954954955,4.647147147147147,49.0,0,1,10,12,63,57,114,213,0,83,0,0,0,0,10,63,117,408,68,85,7
07_ADIPOSE/adipose (603).tif,830,345,485,121.0,221.8695652173913,176.0,236.37319587628866,239.10515463917525,2.731958762886598,26.0,0,0,0,0,9,15,49,242,30,33,0,0,0,0,0,1,26,136,322,15,733,308,425,87.0,217.36363636363637,144.0,235.0705882352941,237.5105882352941,2.44,26.0,0,0,1,8,13,12,46,154,74,32,0,0,0,0,1,9,38,64,313,12,888,379,509,122.0,221.85488126649076,176.0,236.16699410609039,238.9056974459725,2.7387033398821217,27.0,0,0,0,0,7,21,53,271,27,36,0,0,0,0,0,1,27,174,307,21,7
07_ADIPOSE/adipose (604).tif,1063,437,626,97.0,213.08237986270024,155.0,234.35782747603835,237.46485623003196,3.1070287539936103,24.0,0,0,0,7,18,32,102,244,34,67,0,0,0,0,0,5,33,218,370,39,872,365,507,68.0,203.2164383561644,116.0,227.28994082840237,230.01972386587772,2.7297830374753453,27.0,0,0,5,15,21,43,106,133,42,58,0,0,0,1,4,20,115,81,286,11,1024,418,606,104.0,213.5622009569378,160.0,234.1947194719472,237.3019801980198,3.107260726072607,29.0,0,0,0,3,18,33,99,211,54,65,0,0,0,0,0,8,38,194,366,32,7
07_ADIPOSE/adipose (605).tif,932,373,559,36.0,208.46112600536193,55.0,229.60286225402504,233.1019677996422,3.4991055456171734,29.0,0,6,4,17,20,29,41,216,40,70,0,1,1,7,8,14,44,143,341,40,850,356,494,32.0,199.96067415730337,44.0,224.71255060728745,227.89676113360323,3.1842105263157894,25.0,0,9,33,12,14,16,48,192,32,60,0,4,7,9,19,13,32,97,313,29,994,399,595,60.0,208.6015037593985,76.0,230.5747899159664,233.96806722689075,3.3932773109243697,30.0,0,1,9,23,23,26,44,227,46,68,0,0,2,5,12,30,29,129,388,40,7
07_ADIPOSE/adipose (606).tif,1234,477,757,62.0,206.04612159329142,126.0,237.4332892998679,241.56803170409512,4.134742404227213,45.0,0,0,26,27,17,30,52,269,56,78,0,0,0,0,1,5,35,218,498,84,1082,442,640,47.0,196.49773755656108,120.0,232.4953125,236.05625,3.5609375,53.0,0,14,37,23,15,23,68,221,41,66,0,0,0,1,11,19,51,153,405,41,1236,488,748,75.0,205.73360655737704,113.0,236.9625668449198,240.90641711229947,3.943850267379679,50.0,0,0,12,38,22,35,69,244,68,85,0,0,0,1,0,11,38,201,497,75,7
07_ADIPOSE/adipose (607).tif,718,296,422,103.0,218.05067567567568,177.0,236.75829383886256,239.27488151658767,2.5165876777251186,20.0,0,0,0,1,8,15,69,196,7,53,0,0,0,0,0,1,27,144,250,8,655,284,371,63.0,216.48239436619718,134.0,235.49595687331535,237.80053908355796,2.3045822102425877,20.0,0,0,3,3,9,15,59,191,4,48,0,0,0,0,1,5,20,147,198,6,755,314,441,106.0,220.28662420382165,140.0,237.92290249433105,240.32426303854876,2.401360544217687,24.0,0,0,0,3,8,13,64,186,40,55,0,0,0,0,1,3,28,78,331,7,7
07_ADIPOSE/adipose (608).tif,769,301,468,36.0,212.8936877076412,58.0,239.7863247863248,242.47649572649573,2.6901709401709404,53.0,0,7,17,12,11,5,3,123,123,36,0,1,3,4,1,8,1,33,417,18,687,279,408,24.0,207.90322580645162,33.0,235.23774509803923,237.6299019607843,2.392156862745098,18.0,6,15,9,14,2,1,22,114,96,28,0,6,2,5,5,1,16,4,369,11,766,281,485,46.0,211.97864768683274,73.0,236.62680412371134,239.3938144329897,2.7670103092783505,19.0,0,6,13,7,17,3,12,205,18,33,0,0,4,2,2,10,2,152,313,21,7
07_ADIPOSE/adipose (609).tif,1046,423,623,68.0,216.25531914893617,114.0,233.7897271268058,236.6725521669342,2.882825040128411,25.0,0,0,2,7,7,32,64,271,40,55,0,0,0,1,2,4,45,175,396,24,979,408,571,50.0,213.43627450980392,63.0,230.29597197898423,232.89492119089317,2.598949211908932,19.0,0,2,2,9,18,35,82,217,43,52,0,0,3,0,3,23,49,127,366,16,1113,456,657,88.0,218.19956140350877,107.0,234.90867579908675,237.8386605783866,2.929984779299848,22.0,0,0,1,3,8,27,74,312,31,70,0,0,0,1,2,1,41,232,380,34,7
07_ADIPOSE/adipose (61).tif,920,349,571,90.0,224.69627507163324,166.0,237.80210157618214,240.43782837127847,2.635726795096322,30.0,0,0,1,1,1,12,38,293,3,50,0,0,0,0,0,2,18,306,245,21,887,358,529,62.0,220.1759776536313,151.0,234.1852551984877,236.5897920604915,2.4045368620037806,30.0,0,0,2,2,7,25,52,270,0,38,0,0,0,0,0,16,21,428,64,10,949,358,591,105.0,225.61731843575419,183.0,239.0964467005076,241.58375634517768,2.487309644670051,30.0,0,0,0,2,1,12,45,267,31,46,0,0,0,0,0,0,30,115,446,15,7
07_ADIPOSE/adipose (610).tif,1045,426,619,44.0,206.30281690140845,75.0,231.61550888529888,235.21486268174476,3.5993537964458806,41.0,0,4,9,14,13,55,92,181,58,86,0,0,2,4,4,15,81,110,403,45,961,405,556,30.0,194.2,41.0,224.08453237410072,227.35611510791367,3.2715827338129495,41.0,1,28,10,14,36,38,45,193,40,71,0,4,6,8,19,36,50,87,346,32,1052,440,612,53.0,205.58636363636364,77.0,231.05555555555554,234.62091503267973,3.565359477124183,42.0,0,4,14,16,21,42,84,183,76,85,0,0,2,7,7,25,61,85,425,42,7
07_ADIPOSE/adipose (611).tif,1511,614,897,66.0,214.75244299674267,189.0,233.56633221850612,237.917502787068,4.351170568561873,65.0,0,0,4,2,10,22,151,400,25,128,0,0,0,0,0,0,33,509,355,94,1395,575,820,42.0,204.34782608695653,150.0,224.68414634146342,228.50487804878048,3.8207317073170732,56.0,0,4,5,11,17,64,173,297,4,107,0,0,0,0,1,27,126,455,211,60,1554,663,891,83.0,214.1101055806938,167.0,232.64534231200898,236.98877665544333,4.343434343434343,68.0,0,0,2,5,9,36,160,432,19,117,0,0,0,0,0,1,49,506,335,100,7
07_ADIPOSE/adipose (612).tif,902,351,551,36.0,216.17948717948718,131.0,239.47005444646098,242.52268602540835,3.0526315789473686,25.0,0,7,9,6,6,20,32,236,35,58,0,0,0,0,1,4,14,120,412,32,853,332,521,25.0,213.460843373494,121.0,237.0595009596929,239.66026871401152,2.600767754318618,29.0,1,8,5,9,14,14,31,233,17,53,0,0,0,0,4,6,17,155,339,11,980,373,607,52.0,219.30026809651474,99.0,240.5172981878089,243.4827018121911,2.9654036243822075,29.0,0,2,5,9,11,21,33,217,75,66,0,0,0,1,0,5,14,90,497,33,7
07_ADIPOSE/adipose (613).tif,900,366,534,61.0,211.04371584699453,88.0,238.0505617977528,240.95880149812734,2.9082397003745317,48.0,0,0,18,18,12,22,14,250,32,56,0,0,1,4,1,2,10,178,338,25,794,336,458,37.0,208.42857142857142,47.0,234.85371179039302,237.4235807860262,2.569868995633188,36.0,0,13,8,15,13,12,29,242,4,46,0,1,3,0,0,5,4,316,129,7,926,370,556,63.0,213.89729729729729,79.0,238.89928057553956,241.77877697841726,2.879496402877698,32.0,0,0,13,4,17,30,26,249,31,53,0,0,1,2,0,1,14,130,408,30,7
07_ADIPOSE/adipose (614).tif,1511,640,871,48.0,207.79375,82.0,226.3386911595867,230.947187141217,4.60849598163031,44.0,0,2,5,19,23,38,121,414,18,116,0,0,2,1,5,34,49,584,196,110,1339,566,773,32.0,193.31095406360424,56.0,213.20310478654594,217.08150064683053,3.8783958602846056,52.0,0,7,18,23,28,59,204,221,6,84,0,3,2,6,37,26,161,464,74,59,1528,644,884,67.0,207.972049689441,86.0,225.94909502262445,230.48529411764707,4.536199095022624,40.0,0,0,4,10,37,43,133,395,22,113,0,0,1,1,5,38,56,585,198,100,7
07_ADIPOSE/adipose (615).tif,1268,529,739,50.0,193.70510396975425,96.0,225.70365358592693,230.6955345060893,4.991880920162382,80.0,0,5,16,29,56,61,125,197,40,110,0,0,0,2,4,26,143,226,338,89,990,413,577,29.0,168.6634382566586,46.0,212.44887348353552,217.57712305025996,5.1282495667244365,110.0,1,24,38,49,48,51,59,122,21,86,0,1,1,9,33,86,101,113,233,65,1199,497,702,58.0,188.73239436619718,113.0,223.48860398860398,228.47435897435898,4.985754985754986,91.0,0,1,18,33,60,79,111,147,48,114,0,0,0,1,6,46,165,148,336,83,7
07_ADIPOSE/adipose (616).tif,1063,437,626,133.0,223.12814645308924,190.0,235.89137380191693,238.758785942492,2.86741214057508,18.0,0,0,0,0,7,10,38,357,25,50,0,0,0,0,0,0,11,307,308,25,983,392,591,108.0,219.39285714285714,168.0,233.02368866328257,235.7901861252115,2.766497461928934,18.0,0,0,0,4,7,10,77,282,12,44,0,0,0,0,0,5,33,231,322,12,1114,457,657,138.0,223.75711159737418,178.0,237.01217656012176,239.93759512937595,2.9254185692541856,18.0,0,0,0,0,3,12,45,359,38,54,0,0,0,0,0,2,10,282,363,26,7
07_ADIPOSE/adipose (617).tif,537,208,329,100.0,218.64903846153845,146.0,241.3434650455927,244.209726443769,2.8662613981762917,31.0,0,0,0,11,6,14,16,107,54,22,0,0,0,0,1,0,9,41,278,19,508,195,313,66.0,213.26666666666668,104.0,240.65814696485623,242.94568690095846,2.2875399361022364,18.0,0,0,12,7,9,15,7,51,94,18,0,0,0,1,0,5,7,30,270,6,522,212,310,105.0,215.5990566037736,183.0,240.52903225806452,243.58064516129033,3.0516129032258066,25.0,0,0,0,8,13,15,17,138,21,27,0,0,0,0,0,0,7,59,244,24,7
07_ADIPOSE/adipose (618).tif,1742,741,1001,51.0,206.13765182186233,113.0,230.13886113886113,235.1048951048951,4.966033966033966,40.0,0,2,5,17,29,54,216,402,16,169,0,0,0,2,2,8,74,584,331,150,1459,595,864,34.0,186.81344537815127,62.0,215.38657407407408,220.02662037037038,4.640046296296297,51.0,0,10,19,24,45,112,174,211,0,136,0,0,4,4,17,50,270,438,81,103,1728,719,1009,66.0,201.48122392211405,86.0,225.2735381565907,230.21605550049554,4.942517343904856,45.0,0,0,4,16,41,89,227,340,2,158,0,0,1,2,3,22,154,621,206,144,7
07_ADIPOSE/adipose (619).tif,1197,483,714,81.0,216.4016563146998,152.0,233.8095238095238,237.34313725490196,3.533613445378151,23.0,0,0,2,7,7,28,102,333,4,83,0,0,0,0,0,5,39,405,265,61,1077,446,631,51.0,207.91479820627802,131.0,227.1917591125198,230.34072900158478,3.1489698890649764,21.0,0,1,9,5,15,59,90,267,0,75,0,0,0,0,7,14,113,409,88,32,1192,469,723,94.0,214.60554371002132,163.0,233.6210235131397,237.04287690179805,3.4218533886583677,23.0,0,0,0,8,15,30,109,281,26,89,0,0,0,0,0,7,63,279,374,51,7
07_ADIPOSE/adipose (62).tif,881,350,531,39.0,198.78,60.0,231.07344632768363,235.54802259887006,4.47457627118644,81.0,0,5,11,34,39,23,15,177,46,56,0,1,1,7,9,29,34,59,391,59,802,314,488,29.0,181.7388535031847,33.0,224.0327868852459,227.88114754098362,3.848360655737705,72.0,3,18,56,21,12,7,2,121,74,43,0,6,8,23,21,13,6,25,386,38,880,347,533,51.0,196.3515850144092,60.0,229.12945590994372,233.2701688555347,4.140712945590995,88.0,0,3,22,48,21,17,8,193,35,53,0,1,1,8,23,30,25,68,377,61,7
